Wavelength	Blue	Green	Red	NIR
730	0	0	0.00195126358296123	0.0874036690191063
731	0	0	0.00165034969031523	0.0932325079543916
732	0	0	0.00139274808366555	0.099363921950126
733	0	0	0.00117275075144649	0.105806838557231
734	0	0	0	0.112569932645145
735	0	0	0	0.119661579008808
736	0	0	0	0.127089803266107
737	0	0	0	0.134862231199707
738	0	0	0	0.142986036716626
739	0	0	0	0.151467888618448
740	0	0	0	0.160313896394314
741	0	0	0	0.169529555267834
742	0	0	0	0.179119690747529
743	0	0	0	0.189088402948162
744	0	0	0	0.199439010967269
745	0	0	0	0.210173997617028
746	0	0	0	0.221294954826253
747	0	0	0	0.232802530040464
748	0	0	0	0.244696373959587
749	0	0	0	0.256975089962634
750	0	0	0	0.269636185576524
751	0	0	0	0.282676026351914
752	0	0	0	0.29608979251233
753	0	0	0	0.309871438743845
754	0	0	0	0.324013657491027
755	0	0	0	0.33850784612059
756	0	0	0	0.353344078307199
757	0	0	0	0.368511079986059
758	0	0	0	0.383996210204155
759	0	0	0	0.399785447186384
760	0	0	0	0.415863379914248
761	0	0	0	0.432213205493309
762	0	0	0	0.448816732561263
763	0	0	0	0.465654390961425
764	0	0	0	0.482705247876587
765	0	0	0	0.49994703058593
766	0	0	0	0.51735615597292
767	0	0	0	0.534907766875226
768	0	0	0	0.552575775328752
769	0	0	0	0.570332912717248
770	0	0	0	0.588150786796755
771	0	0	0	0.605999945520798
772	0	0	0	0.62384994754793
773	0	0	0	0.641669439268356
774	0	0	0	0.659426238141233
775	0	0	0	0.677087422089225
776	0	0	0	0.694619424652271
777	0	0	0	0.711988135558808
778	0	0	0	0.729159006330079
779	0	0	0	0.74609716049218
780	0	0	0	0.762767507931368
781	0	0	0	0.779134862891365
782	0	0	0	0.795164065077193
783	0	0	0	0.810820103298846
784	0	0	0	0.826068241060143
785	0	0	0	0.840874143473698
786	0	0	0	0.855204004862382
787	0	0	0	0.869024676391142
788	0	0	0	0.882303793060809
789	0	0	0	0.895009899387764
790	0	0	0	0.90711257309011
791	0	0	0	0.918582546102538
792	0	0	0	0.929391822248291
793	0	0	0	0.939513790907678
794	0	0	0	0.948923336038361
795	0	0	0	0.957596939923106
796	0	0	0	0.965512781045753
797	0	0	0	0.972650825525668
798	0	0	0	0.978992911574695
799	0	0	0	0.984522826478426
800	0	0	0	0.989226375645207
801	0	0	0	0.99309144331131
802	0	0	0	0.996108044538965
803	0	0	0	0.998268368194899
804	0	0	0	0.999566810650486
805	0	0	0	1
806	0	0	0	0.999566810650486
807	0	0	0	0.998268368194899
808	0	0	0	0.996108044538965
809	0	0	0	0.99309144331131
810	0	0	0	0.989226375645207
811	0	0	0	0.984522826478426
812	0	0	0	0.978992911574695
813	0	0	0	0.972650825525668
814	0	0	0	0.965512781045753
815	0	0	0	0.957596939923106
816	0	0	0	0.948923336038361
817	0	0	0	0.939513790907678
818	0	0	0	0.929391822248291
819	0	0	0	0.918582546102538
820	0	0	0	0.90711257309011
821	0	0	0	0.895009899387764
822	0	0	0	0.882303793060809
823	0	0	0	0.869024676391142
824	0	0	0	0.855204004862382
825	0	0	0	0.840874143473698
826	0	0	0	0.826068241060143
827	0	0	0	0.810820103298846
828	0	0	0	0.795164065077193
829	0	0	0	0.779134862891365
830	0	0	0	0.762767507931368
831	0	0	0	0.74609716049218
832	0	0	0	0.729159006330079
833	0	0	0	0.711988135558808
834	0	0	0	0.694619424652271
835	0	0	0	0.677087422089225
836	0	0	0	0.659426238141233
837	0	0	0	0.641669439268356
838	0	0	0	0.62384994754793
839	0	0	0	0.605999945520798
840	0	0	0	0.588150786796755
841	0	0	0	0.570332912717248
842	0	0	0	0.552575775328752
843	0	0	0	0.534907766875226
844	0	0	0	0.51735615597292
845	0	0	0	0.49994703058593
846	0	0	0	0.482705247876587
847	0	0	0	0.465654390961425
848	0	0	0	0.448816732561263
849	0	0	0	0.432213205493309
850	0	0	0	0.415863379914248
851	0	0	0	0.399785447186384
852	0	0	0	0.383996210204155
853	0	0	0	0.368511079986059
854	0	0	0	0.353344078307199
855	0	0	0	0.33850784612059
856	0	0	0	0.324013657491027
857	0	0	0	0.309871438743845
858	0	0	0	0.29608979251233
859	0	0	0	0.282676026351914
860	0	0	0	0.269636185576524
861	0	0	0	0.256975089962634
862	0	0	0	0.244696373959587
863	0	0	0	0.232802530040464
864	0	0	0	0.221294954826253
865	0	0	0	0.210173997617028
866	0	0	0	0.199439010967269
867	0	0	0	0.189088402948162
868	0	0	0	0.179119690747529
869	0	0	0	0.169529555267834
870	0	0	0	0.160313896394314
871	0	0	0	0.151467888618448
872	0	0	0	0.142986036716626
873	0	0	0	0.134862231199707
874	0	0	0	0.127089803266107
875	0	0	0	0.119661579008808
876	0	0	0	0.112569932645145
877	0	0	0	0.105806838557231
878	0	0	0	0.099363921950126
879	0	0	0	0.0932325079543916
880	0	0	0	0.0874036690191063
881	0	0	0	0.0818682704607942
882	0	0	0	0.0766170140527752
883	0	0	0	0.0716404795581264
884	0	0	0	0.0669291641275908
885	0	0	0	0.0624735195013058
886	0	0	0	0.0582639869700385
887	0	0	0	0.054291030067638
888	0	0	0	0.0505451649815749
889	0	0	0	0.047016988682674
890	0	0	0	0.0436972047884176
891	0	0	0	0.0405766471864727
892	0	0	0	0.037646301456334
893	0	0	0	0.0348973241371916
894	0	0	0	0.0323210598992948
895	0	0	0	0.0299090566842166
896	0	0	0	0.0276530788865288
897	0	0	0	0.0255451186555074
898	0	0	0	0.0235774054006135
899	0	0	0	0.0217424135886899
900	0	0	0	0.0200328689240991
901	0	0	0	0.0184417530054618
902	0	0	0	0.0169623065542738
903	0	0	0	0.0155880313115406
904	0	0	0	0.014312690698724
905	0	0	0	0.0131303093387948
906	0	0	0	0.0120351715320935
907	0	0	0	0.0110218187800649
908	0	0	0	0.0100850464478133
909	0	0	0	0.00921989965387977
910	0	0	0	0.00842166847272065
911	0	0	0	0.00768588253212406
912	0	0	0	0.00700830508429215
913	0	0	0	0.00638492662558274
914	0	0	0	0.00581195813600079
915	0	0	0	0.00528582400549402
916	0	0	0	0.00480315470998579
917	0	0	0	0.00436077929590484
918	0	0	0	0.00395571772778633
919	0	0	0	0.00358517314934949
920	0	0	0	0.0032465241043378
921	0	0	0	0.00293731675935971
922	0	0	0	0.00265525716701932
923	0	0	0	0.00239820360379329
924	0	0	0	0.00216415901341286
925	0	0	0	0.00195126358296123
926	0	0	0	0.00175778747550975
927	0	0	0	0.0015821237398999
928	0	0	0	0.00142278141524008
929	0	0	0	0.00127837884483121
930	0	0	0	0.0011476372115665
931	0	0	0	0.00102937430436906
932	0	0	0	0
933	0	0	0	0
934	0	0	0	0
935	0	0	0	0
936	0	0	0	0
937	0	0	0	0
938	0	0	0	0
939	0	0	0	0
940	0	0	0	0
941	0	0	0	0
942	0	0	0	0
943	0	0	0	0
944	0	0	0	0
945	0	0	0	0
946	0	0	0	0
947	0	0	0	0
948	0	0	0	0
949	0	0	0	0
950	0	0	0	0
951	0	0	0	0
952	0	0	0	0
953	0	0	0	0
954	0	0	0	0
955	0	0	0	0
956	0	0	0	0
957	0	0	0	0
958	0	0	0	0
959	0	0	0	0
960	0	0	0	0
961	0	0	0	0
962	0	0	0	0
963	0	0	0	0
964	0	0	0	0
965	0	0	0	0
966	0	0	0	0
967	0	0	0	0
968	0	0	0	0
969	0	0	0	0
970	0	0	0	0
971	0	0	0	0
972	0	0	0	0
973	0	0	0	0
974	0	0	0	0
975	0	0	0	0
976	0	0	0	0
977	0	0	0	0
978	0	0	0	0
979	0	0	0	0
980	0	0	0	0
981	0	0	0	0
982	0	0	0	0
983	0	0	0	0
984	0	0	0	0
985	0	0	0	0
986	0	0	0	0
987	0	0	0	0
988	0	0	0	0
989	0	0	0	0
990	0	0	0	0
991	0	0	0	0
992	0	0	0	0
993	0	0	0	0
994	0	0	0	0
995	0	0	0	0
996	0	0	0	0
997	0	0	0	0
998	0	0	0	0
999	0	0	0	0
1000	0	0	0	0
1001	0	0	0	0
1002	0	0	0	0
1003	0	0	0	0
1004	0	0	0	0
1005	0	0	0	0
1006	0	0	0	0
1007	0	0	0	0
1008	0	0	0	0
1009	0	0	0	0
1010	0	0	0	0
1011	0	0	0	0
1012	0	0	0	0
1013	0	0	0	0
1014	0	0	0	0
1015	0	0	0	0
1016	0	0	0	0
1017	0	0	0	0
1018	0	0	0	0
1019	0	0	0	0
1020	0	0	0	0
1021	0	0	0	0
1022	0	0	0	0
1023	0	0	0	0
1024	0	0	0	0
1025	0	0	0	0
1026	0	0	0	0
1027	0	0	0	0
1028	0	0	0	0
1029	0	0	0	0
1030	0	0	0	0
1031	0	0	0	0
1032	0	0	0	0
1033	0	0	0	0
1034	0	0	0	0
1035	0	0	0	0
1036	0	0	0	0
1037	0	0	0	0
1038	0	0	0	0
1039	0	0	0	0
1040	0	0	0	0
1041	0	0	0	0
1042	0	0	0	0
1043	0	0	0	0
1044	0	0	0	0
1045	0	0	0	0
1046	0	0	0	0
1047	0	0	0	0
1048	0	0	0	0
1049	0	0	0	0
1050	0	0	0	0
1051	0	0	0	0
1052	0	0	0	0
1053	0	0	0	0
1054	0	0	0	0
1055	0	0	0	0
1056	0	0	0	0
1057	0	0	0	0
1058	0	0	0	0
1059	0	0	0	0
1060	0	0	0	0
1061	0	0	0	0
1062	0	0	0	0
1063	0	0	0	0
1064	0	0	0	0
1065	0	0	0	0
1066	0	0	0	0
1067	0	0	0	0
1068	0	0	0	0
1069	0	0	0	0
1070	0	0	0	0
1071	0	0	0	0
1072	0	0	0	0
1073	0	0	0	0
1074	0	0	0	0
1075	0	0	0	0
1076	0	0	0	0
1077	0	0	0	0
1078	0	0	0	0
1079	0	0	0	0
1080	0	0	0	0
1081	0	0	0	0
1082	0	0	0	0
1083	0	0	0	0
1084	0	0	0	0
1085	0	0	0	0
1086	0	0	0	0
1087	0	0	0	0
1088	0	0	0	0
1089	0	0	0	0
1090	0	0	0	0
1091	0	0	0	0
1092	0	0	0	0
1093	0	0	0	0
1094	0	0	0	0
1095	0	0	0	0
1096	0	0	0	0
1097	0	0	0	0
1098	0	0	0	0
1099	0	0	0	0
1100	0	0	0	0
1101	0	0	0	0
1102	0	0	0	0
1103	0	0	0	0
1104	0	0	0	0
1105	0	0	0	0
1106	0	0	0	0
1107	0	0	0	0
1108	0	0	0	0
1109	0	0	0	0
1110	0	0	0	0
1111	0	0	0	0
1112	0	0	0	0
1113	0	0	0	0
1114	0	0	0	0
1115	0	0	0	0
1116	0	0	0	0
1117	0	0	0	0
1118	0	0	0	0
1119	0	0	0	0
1120	0	0	0	0
1121	0	0	0	0
1122	0	0	0	0
1123	0	0	0	0
1124	0	0	0	0
1125	0	0	0	0
1126	0	0	0	0
1127	0	0	0	0
1128	0	0	0	0
1129	0	0	0	0
1130	0	0	0	0
1131	0	0	0	0
1132	0	0	0	0
1133	0	0	0	0
1134	0	0	0	0
1135	0	0	0	0
1136	0	0	0	0
1137	0	0	0	0
1138	0	0	0	0
1139	0	0	0	0
1140	0	0	0	0
1141	0	0	0	0
1142	0	0	0	0
1143	0	0	0	0
1144	0	0	0	0
1145	0	0	0	0
1146	0	0	0	0
1147	0	0	0	0
1148	0	0	0	0
1149	0	0	0	0
1150	0	0	0	0
1151	0	0	0	0
1152	0	0	0	0
1153	0	0	0	0
1154	0	0	0	0
1155	0	0	0	0
1156	0	0	0	0
1157	0	0	0	0
1158	0	0	0	0
1159	0	0	0	0
1160	0	0	0	0
1161	0	0	0	0
1162	0	0	0	0
1163	0	0	0	0
1164	0	0	0	0
1165	0	0	0	0
1166	0	0	0	0
1167	0	0	0	0
1168	0	0	0	0
1169	0	0	0	0
1170	0	0	0	0
1171	0	0	0	0
1172	0	0	0	0
1173	0	0	0	0
1174	0	0	0	0
1175	0	0	0	0
1176	0	0	0	0
1177	0	0	0	0
1178	0	0	0	0
1179	0	0	0	0
1180	0	0	0	0
1181	0	0	0	0
1182	0	0	0	0
1183	0	0	0	0
1184	0	0	0	0
1185	0	0	0	0
1186	0	0	0	0
1187	0	0	0	0
1188	0	0	0	0
1189	0	0	0	0
1190	0	0	0	0
1191	0	0	0	0
1192	0	0	0	0
1193	0	0	0	0
1194	0	0	0	0
1195	0	0	0	0
1196	0	0	0	0
1197	0	0	0	0
1198	0	0	0	0
1199	0	0	0	0
1200	0	0	0	0
1201	0	0	0	0
1202	0	0	0	0
1203	0	0	0	0
1204	0	0	0	0
1205	0	0	0	0
1206	0	0	0	0
1207	0	0	0	0
1208	0	0	0	0
1209	0	0	0	0
1210	0	0	0	0
1211	0	0	0	0
1212	0	0	0	0
1213	0	0	0	0
1214	0	0	0	0
1215	0	0	0	0
1216	0	0	0	0
1217	0	0	0	0
1218	0	0	0	0
1219	0	0	0	0
1220	0	0	0	0
1221	0	0	0	0
1222	0	0	0	0
1223	0	0	0	0
1224	0	0	0	0
1225	0	0	0	0
1226	0	0	0	0
1227	0	0	0	0
1228	0	0	0	0
1229	0	0	0	0
1230	0	0	0	0
1231	0	0	0	0
1232	0	0	0	0
1233	0	0	0	0
1234	0	0	0	0
1235	0	0	0	0
1236	0	0	0	0
1237	0	0	0	0
1238	0	0	0	0
1239	0	0	0	0
1240	0	0	0	0
1241	0	0	0	0
1242	0	0	0	0
1243	0	0	0	0
1244	0	0	0	0
1245	0	0	0	0
1246	0	0	0	0
1247	0	0	0	0
1248	0	0	0	0
1249	0	0	0	0
1250	0	0	0	0
1251	0	0	0	0
1252	0	0	0	0
1253	0	0	0	0
1254	0	0	0	0
1255	0	0	0	0
1256	0	0	0	0
1257	0	0	0	0
1258	0	0	0	0
1259	0	0	0	0
1260	0	0	0	0
1261	0	0	0	0
1262	0	0	0	0
1263	0	0	0	0
1264	0	0	0	0
1265	0	0	0	0
1266	0	0	0	0
1267	0	0	0	0
1268	0	0	0	0
1269	0	0	0	0
1270	0	0	0	0
1271	0	0	0	0
1272	0	0	0	0
1273	0	0	0	0
1274	0	0	0	0
1275	0	0	0	0
1276	0	0	0	0
1277	0	0	0	0
1278	0	0	0	0
1279	0	0	0	0
1280	0	0	0	0
1281	0	0	0	0
1282	0	0	0	0
1283	0	0	0	0
1284	0	0	0	0
1285	0	0	0	0
1286	0	0	0	0
1287	0	0	0	0
1288	0	0	0	0
1289	0	0	0	0
1290	0	0	0	0
1291	0	0	0	0
1292	0	0	0	0
1293	0	0	0	0
1294	0	0	0	0
1295	0	0	0	0
1296	0	0	0	0
1297	0	0	0	0
1298	0	0	0	0
1299	0	0	0	0
1300	0	0	0	0
1301	0	0	0	0
1302	0	0	0	0
1303	0	0	0	0
1304	0	0	0	0
1305	0	0	0	0
1306	0	0	0	0
1307	0	0	0	0
1308	0	0	0	0
1309	0	0	0	0
1310	0	0	0	0
1311	0	0	0	0
1312	0	0	0	0
1313	0	0	0	0
1314	0	0	0	0
1315	0	0	0	0
1316	0	0	0	0
1317	0	0	0	0
1318	0	0	0	0
1319	0	0	0	0
1320	0	0	0	0
1321	0	0	0	0
1322	0	0	0	0
1323	0	0	0	0
1324	0	0	0	0
1325	0	0	0	0
1326	0	0	0	0
1327	0	0	0	0
1328	0	0	0	0
1329	0	0	0	0
1330	0	0	0	0
1331	0	0	0	0
1332	0	0	0	0
1333	0	0	0	0
1334	0	0	0	0
1335	0	0	0	0
1336	0	0	0	0
1337	0	0	0	0
1338	0	0	0	0
1339	0	0	0	0
1340	0	0	0	0
1341	0	0	0	0
1342	0	0	0	0
1343	0	0	0	0
1344	0	0	0	0
1345	0	0	0	0
1346	0	0	0	0
1347	0	0	0	0
1348	0	0	0	0
1349	0	0	0	0
1350	0	0	0	0
1351	0	0	0	0
1352	0	0	0	0
1353	0	0	0	0
1354	0	0	0	0
1355	0	0	0	0
1356	0	0	0	0
1357	0	0	0	0
1358	0	0	0	0
1359	0	0	0	0
1360	0	0	0	0
1361	0	0	0	0
1362	0	0	0	0
1363	0	0	0	0
1364	0	0	0	0
1365	0	0	0	0
1366	0	0	0	0
1367	0	0	0	0
1368	0	0	0	0
1369	0	0	0	0
1370	0	0	0	0
1371	0	0	0	0
1372	0	0	0	0
1373	0	0	0	0
1374	0	0	0	0
1375	0	0	0	0
1376	0	0	0	0
1377	0	0	0	0
1378	0	0	0	0
1379	0	0	0	0
1380	0	0	0	0
1381	0	0	0	0
1382	0	0	0	0
1383	0	0	0	0
1384	0	0	0	0
1385	0	0	0	0
1386	0	0	0	0
1387	0	0	0	0
1388	0	0	0	0
1389	0	0	0	0
1390	0	0	0	0
1391	0	0	0	0
1392	0	0	0	0
1393	0	0	0	0
1394	0	0	0	0
1395	0	0	0	0
1396	0	0	0	0
1397	0	0	0	0
1398	0	0	0	0
1399	0	0	0	0
1400	0	0	0	0
1401	0	0	0	0
1402	0	0	0	0
1403	0	0	0	0
1404	0	0	0	0
1405	0	0	0	0
1406	0	0	0	0
1407	0	0	0	0
1408	0	0	0	0
1409	0	0	0	0
1410	0	0	0	0
1411	0	0	0	0
1412	0	0	0	0
1413	0	0	0	0
1414	0	0	0	0
1415	0	0	0	0
1416	0	0	0	0
1417	0	0	0	0
1418	0	0	0	0
1419	0	0	0	0
1420	0	0	0	0
1421	0	0	0	0
1422	0	0	0	0
1423	0	0	0	0
1424	0	0	0	0
1425	0	0	0	0
1426	0	0	0	0
1427	0	0	0	0
1428	0	0	0	0
1429	0	0	0	0
1430	0	0	0	0
1431	0	0	0	0
1432	0	0	0	0
1433	0	0	0	0
1434	0	0	0	0
1435	0	0	0	0
1436	0	0	0	0
1437	0	0	0	0
1438	0	0	0	0
1439	0	0	0	0
1440	0	0	0	0
1441	0	0	0	0
1442	0	0	0	0
1443	0	0	0	0
1444	0	0	0	0
1445	0	0	0	0
1446	0	0	0	0
1447	0	0	0	0
1448	0	0	0	0
1449	0	0	0	0
1450	0	0	0	0
1451	0	0	0	0
1452	0	0	0	0
1453	0	0	0	0
1454	0	0	0	0
1455	0	0	0	0
1456	0	0	0	0
1457	0	0	0	0
1458	0	0	0	0
1459	0	0	0	0
1460	0	0	0	0
1461	0	0	0	0
1462	0	0	0	0
1463	0	0	0	0
1464	0	0	0	0
1465	0	0	0	0
1466	0	0	0	0
1467	0	0	0	0
1468	0	0	0	0
1469	0	0	0	0
1470	0	0	0	0
1471	0	0	0	0
1472	0	0	0	0
1473	0	0	0	0
1474	0	0	0	0
1475	0	0	0	0
1476	0	0	0	0
1477	0	0	0	0
1478	0	0	0	0
1479	0	0	0	0
1480	0	0	0	0
1481	0	0	0	0
1482	0	0	0	0
1483	0	0	0	0
1484	0	0	0	0
1485	0	0	0	0
1486	0	0	0	0
1487	0	0	0	0
1488	0	0	0	0
1489	0	0	0	0
1490	0	0	0	0
1491	0	0	0	0
1492	0	0	0	0
1493	0	0	0	0
1494	0	0	0	0
1495	0	0	0	0
1496	0	0	0	0
